Feedback,Name,Type,Song,Genres
"Hi Aspen Jade, Night Vibes here! I've listened to your song ""Alternate Universes"" and I have a few opinions, you have a unique tone and make us feel like we're traveling through the past, it sounds comfortable and has beautiful vocals. And I would like to apologize for not being able to add your song to my playlist titled ""Night Vibes"" because I don't think your song meets the criteria in my playlist, unfortunately at the moment I need songs that have more vocal and lyrical consistency in order to attract listeners' attention. Thanks for submitting your song and keep up the good work!",Night Vibes,Fail,Alternate Universes,"Beats / Lo-fi, Chill / Lo-fi Hip-Hop, Chill out, Film music, Indie folk, Chill, Dark, Downbeat, Good vibes, Lo-fi, Dreamy, Relaxing, Romantic, Acoustic guitar, Beats, Electric guitar, Available on Spotify"
Hello. Thank you for sharing your work with me. I would love to support you. But this is not a classic. That's why I didn't add it. I prefer soft and romantic classical melodies. You can look at my list to get an idea. I applaud your talent. I wish you good luck. Kind regards.,Selma Büyükdağ,Fail,Alternate Universes,"Classical music, Film music, Instrumental, Neo / Modern Classical, Chill, Dramatic, Unique, Melancholic, Melodic, Dreamy, Original, Positive, Romantic, Acoustic guitar, Electric guitar, Piano, Professional production, Radio edit, All supports, Available on Spotify, Composer, Supported artist, Unsigned artist"
thank you for sharing but sorry it is not the style im into or play on my radio show. best pf luck,Salah Sadeq,Fail,Alternate Universes,"Acid house, Afrobeat / Afropop, Ambient, Beats / Lo-fi, Deep house, Disco, Dub, Electronica, House music, Minimal, Authentic, Creative, Danceable, Downbeat, Eccentric, Eclectic, Experimental, Groovy, Indie, Lo-fi, Midtempo, Dreamy, Positive, Underground, All supports, Composer, International potential, Unsigned artist, Upcoming project, Young talent"
"holaaa, esperamos te encuentres bien, agradecemos que nos hayas considerado, espero nuestro feedback sea de ayuda ❤️‍🩹 Con respecto a la canción nos agradó mucho, tiene un estilo atractivo y llevadero, no nos convenció el coro, sentimos que es una canción con una vibras suaves y agradables pero no encontramos algo pegadizo o algo momento en donde se destaque pero buen trabajo con todo, éxitos!",Euphoric.,Fail,Alternate Universes,"Commercial / Mainstream, Dream pop, Indie pop, Catchy, Good vibes, Romantic"
"Hello, Aspen Jade! How are you? Thanks for the submission. Nice song with this spacial tune during it. Unfortunately we miss a stronger beat and chorus. Best regards, RELVA.",Relva Music,Fail,Alternate Universes,"Brazilian music, Experimental jazz, Film music, Indie pop, Indie rock, Instrumental, Modern jazz, Pop rock, Young talent"
"A unique electro creation, with a sense of surrealism, textural layers of sound beautiful soprano vocal lines expressing femininity, unfortunately, is very electro for my indie pop playlists!",Sad Songs Anthology (by Black&WhiteMusic),Fail,Alternate Universes,"Alternative rock, Dream pop, Indie folk, Indie pop, Indie rock, Lofi bedroom, Post rock, Psychedelic rock, Singer songwriter, Authentic, Creative, Dramatic, Eccentric, Unique, Indie, Melancholic, Melodic, Romantic, Available on Spotify"
"Hi Aspen Jade, thank you for sharing your new single with us. There's a distinct, all-around ethereal feel about ""Alternate Universes."" While it is a minimalist style, there isn't much else there beyond the looping style of melody. Save for the short inclusion of some shimmering synth effects towards the end, anyways. To my ears, it's lacking a greater texture to the sound that would evoke something beyond this ethereal baseline. Thanks again and best of luck.",POPFAD MUSIC BLOG,Fail,Alternate Universes,"Chill / Lo-fi Hip-Hop, Chill out, Commercial / Mainstream, Dance music, Hyperpop, Indie folk, Indie pop, Lofi bedroom, Pop rock, Singer songwriter, Authentic, Catchy, Chill, Contemporary, Creative, Danceable, Good vibes, Indie, Lo-fi, Mainstream, Midtempo, Original, Positive, Underground, Captivating, Upbeat, Professional production, Available on Spotify"
"Hi, A! hope you're well :) Digging the emotional performance and beautiful vocals. However, we won't be able to offer a placement this time as we feel the song is more sad/moody than what we typically do. We prefer more delightful and groovy tunes for our playlist. Still a lovely tune, though. Best of luck and hopefully another time! <3",Zycix ☁️,Fail,Alternate Universes,"Commercial / Mainstream, Indie folk, Indie pop, Singer songwriter, Catchy, Chill, Contemporary, Creative, Downbeat, Energetic, Good vibes, Groovy, Indie, Meaningful lyrics, Melodic, Midtempo, Dreamy, Original, Positive, Relaxing, Simple, Captivating, Upbeat, Acoustic guitar, Bass guitar, Covers, Electric guitar, Instrumental, Finished track, Drums, Piano, Synths, Vocals, Available on Spotify"
https://open.spotify.com/playlist/4wFjYvLdKdaSs6Q5m26Hg2?si=3f74703f214c42e5,sad songs (by The Intelligence Music),N/A,Alternate Universes,"Alternative rock, Beats / Lo-fi, Chill / Lo-fi Hip-Hop, Commercial / Mainstream, Hip-hop, Indie folk, Indie pop, Lofi bedroom, Pop rock, Singer songwriter, Authentic, Chill, Creative, Curious, Downbeat, Dramatic, Engaged, Experimental, Good vibes, Groovy, Unique, Indie, Lo-fi, Meaningful lyrics, Mainstream, Melancholic, Melodic, Midtempo, Dreamy, Original, Positive, Romantic, Sensual, Simple, Subdued, Upbeat, Unplugged, Acoustic guitar, Autotune, Bass guitar, Beatmaker, Beats, Featuring, Covers, Brass, Demos, Electric guitar, Electronic sounds, Tests, Explicit, Freestyle, Instrumental, Live recording, Low fidelity, Finished track, Drums, Piano, Professional production, Radio edit, Remix, Strings, Sync-friendly, Synths, All supports, Urban sounds, Video clip, Vocals, Available on Spotify, Composer, Early project, On stage experience, International potential, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
"Hi! Thanks for sharing this track with us, it is quite lovely. However, it is a bit too pop-ish and standard for our taste. Good luck, though!",piano and coffee,Fail,Alternate Universes,"Ambient, Classical music, Experimental electronic, Experimental jazz, Film music, Neo / Modern Classical, Singer songwriter, Solo Piano, Authentic, Catchy, Contemporary, Creative, Eclectic, Experimental, Unique, Melancholic, Melodic, Dreamy, Original, Romantic, Weird, Acoustic guitar, Brass, Electronic sounds, Instrumental, Finished track, Piano, Synths, Available on Spotify, Composer, On stage experience, International potential, Strong social media presence, Unsigned artist, Upcoming project, Young talent"
"Hey thanks for reaching out Love the intro, the vocals sound weightless all ethereal, thanks for sharing it and congratulations Adding it to Cinematic and Delicate Mix playlist",Sounds So Beautiful,Success,Alternate Universes,"Chill / Lo-fi Hip-Hop, Jazz fusion, R&B, Soul, Live recording, Professional production, Video clip, Available on Spotify, Composer, On stage experience, International potential, Young talent"
"Hey! I think it's a nice tune, well-produced and mixed. However, I'm not entirely sure if the overall mood and style align well with my playlist, which tends to lean more towards sad and commercial pop vibes. I apologize for having to decline this one, but don't be discouraged! Keep up the good work, and best of luck!",saddest songs to cry at night,Fail,Alternate Universes,"Commercial / Mainstream, Indie folk, Indie pop, Lofi bedroom, Singer songwriter, Chill, Downbeat, Dramatic, Indie"
"Heya there, Aspen Jade! Thanks for sending this one my ways, I truly enjoyed having a listen! I love the soundbuild of your vocals ehre and the overall composition sounds super lovely! Unfortunately, my ambient Playlists aim for a more sad and dark vibe overall. Sadly, I wont be able to share your Song as it doesnt align with my Playlists approach of curation. Please bare in mind, this is solely my personal opinion on your track fitting my Playlists or not. Wishing you all the best and best of luck with this release!","chill, sleepy, sad LoFi & (dark) ambient",Fail,Alternate Universes,"Ambient, Beats / Lo-fi, Chill / Lo-fi Hip-Hop, Instrumental hip-hop, Chill, Dark, Downbeat, Lo-fi, Meaningful lyrics, Melodic, Dreamy, Relaxing, Romantic, Sensual, Simple, Acoustic guitar, Bass guitar, Beatmaker, Beats, Covers, Electric guitar, Electronic sounds, Instrumental, Low fidelity, Finished track, Drums, Piano, Professional production, Remix, Strings, Synths, All supports, Vocals, Available on Spotify, Upcoming project"
"Hello, thank you for sharing your excellent track! You have a very sensitive and beautiful vocal, excellent performance, and your energy is very gentle and captivating. However, to my ears, the track felt a bit too hazy with a rather monotonous arrangement, where the motif often repeats. Unfortunately, it's not quite the sound that resonates with me. However, I'm sure you'll find your listener. Thanks again, and take care!",SoundVille,Fail,Alternate Universes,"Commercial / Mainstream, Pop rock, R&B, Singer songwriter, Catchy, All supports, Available on Spotify, Unsigned artist, Upcoming project, Young talent"
"Hi! I really liked this song too! Its definitely a relaxing song but yet it’s so powerful. However, I won’t be adding this song to my playlist because I am looking for more sensual romantic songs. That is just personal preference and has nothing to do with the fact that I really like the song! Keep up the good work!! :)",I was only falling in love,Fail,Alternate Universes,"Beats / Lo-fi, Chill / Lo-fi Hip-Hop, Chill out, Commercial / Mainstream, Dream pop, Indie folk, Indie pop, Lofi bedroom, Catchy, Chill, Creative, Dramatic, Good vibes, Indie, Lo-fi, Meaningful lyrics, Mainstream, Melancholic, Melodic, Dreamy, Positive, Relaxing, Romantic, Sensual"
Hi! I really liked your song but I will not be adding it to my playlist because it doesn’t really fit. I will be showing this song to my friends and followers though! Thank you <3,3am playlist - Sad Songs,Fail,Alternate Universes,"Ambient, Indie folk, Indie pop, Instrumental, Lofi bedroom, Intense, Melodic, Romantic, Unplugged, Electric guitar, Piano, Available on Spotify, Composer, Early project, Upcoming project, Young talent"
"Hey there! Thank you for sharing this lovely tune with me! I really enjoyed the beautiful synth in the background, as well as the lovely texture of the vocals. Beautiful performances all around. Sadly, I cannot offer a feature, because this feels too close to pop in terms of genre. I wish you all the best going forward!",indie folk IN MY SOUL,Fail,Alternate Universes,"Indie folk, Creative, Unique, Melancholic, Melodic, Subdued, Captivating, Available on Spotify"
Thank you for sharing your track Alternate Universes. I really enjoyed the songwriting and story behind the track and the production and your voice mesh together very well. I'll reach out to you via email.,DanielBisla,Fail,Alternate Universes,"Alternative rock, Ambient, Chill out, Commercial / Mainstream, Film music, Indie Dance, Indie pop, Instrumental, Pop rock, R&B, Authentic, Catchy, Chill, Contemporary, Creative, Curious, Danceable, Offbeat, Downbeat, Dramatic, Eccentric, Eclectic, Energetic, Standard, Fusion, Good vibes, Groovy, Hardcore, Unique, Indie, Lo-fi, Mainstream, Melancholic, Melodic, Dreamy, Original, Relaxing, Romantic, Sensual, Simple, Subdued, Surprising, Tropical, Underground, Captivating, Upbeat, Weird, Acoustic guitar, Autotune, Bass guitar, Beatmaker, Beats, Featuring, Covers, Demos, Electronic sounds, Explicit, Instrumental, Live recording, Low fidelity, Finished track, Piano, Professional production, Radio edit, Remix, Strings, Sync-friendly, Synths, All supports, Urban sounds, Video clip, Vocals, Available on Spotify, BIPOC artist, Composer, Early project, On stage experience, Female artist, International potential, Male artist, Queer artist, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
"Hello! It's a pleasure to discover your music. Delicate melody and slow pace of the track put a listener into a calm, dreamy mood. Beautiful light, soft voice. I'm impressed by all the work you did to create such relaxing, almost meditative vibe. Well done! At the same time, I'm looking for something with a bit more sad feel. Wish you all the best!",Sad Indie&Folk Mood,Fail,Alternate Universes,"Alternative rock, Dream pop, Indie folk, Indie pop, Indie rock, Lofi bedroom, Pop rock, Pop soul, Singer songwriter, Surf rock, Chill, Contemporary, Dark, Experimental, Indie, Lo-fi, Melancholic, Melodic, Dreamy, Relaxing, Romantic, Sensual, Available on Spotify"
"Hey Aspen, I really like the unique sound of this, I can certainly hear Imogen Heap as an influence in this sound. It's really strong, and the emotional impact of this is good! I was on the fence about this one, in truth. We receive hundreds of submissions a week, so it's hard for us to choose which to place, and it has to be perfect. We looked at what part of the audio is being used in the TikTok official audio, and it isn't something that starts with something immediately hooky/grabbing. Perhaps if it was the part of the song where you said ""of course I kept all your photos"", then maybe that could be something we could use. But it currently starts midway through an ""OOO"" sound. It's not what we would need I'm afraid! Sorry!!",Big Sad,Fail,Alternate Universes,"Commercial / Mainstream, Dream pop, Indie folk, Indie pop, Instrumental, Shoegaze, Singer songwriter, Dark, Indie, Meaningful lyrics, Melancholic, Romantic, Unplugged, Acoustic guitar, Electric guitar, Piano, Vocals"
"Hi, Aspen Jade. The vocal harmonies that introduce the track are of high quality and introduce a very energetic and emotive rhythm to the song. The melodies incorporate synthetic elements very well and have strong moments, but the overall production is a bit distant from the melancholic and sad atmosphere I'm looking for in the playlist. However, the mood that this track conveys to me is not the ideal that I'm looking for in my playlist - I'm searching for more down and sad tracks, with a dramatic and emotional production. The song didn't match the atmosphere that I'm searching for in my playlist. The song is great though, I wish you all the best. You are very talented. I would love to receive more songs from you in the future.",Sad songs,Fail,Alternate Universes,"Chill / Lo-fi Hip-Hop, Commercial / Mainstream, Dream pop, Indie folk, Indie pop, International pop, Latin Pop, Lofi bedroom, R&B, Soul"
"Hey Aspen Jade, hope you're doing well! The big crescendo in the instrumental production is of high quality; the synthetic elements that incorporate the melody stand out intensely. I really like the vocal harmonies, but I missed more powerful and impactful vocal tones that intensify a great emotion. As much as I have liked the track a lot, I missed a great highlight in the song, something that would completely hook me to the track. You did a good job though. I wish you lots of success. 🧡",Crying so hard that your eyes are puffy,Fail,Alternate Universes,"Commercial / Mainstream, Dream pop, Indie folk, Indie pop, International pop, Lofi bedroom, Pop soul, R&B, Singer songwriter, Urban pop"
"Hi, Aspen Jade. Your vocals are soothing and soulful. The production sounds professionally done and it goes really well with your songwriting. However, I wasn't able to fully connect with the vocal melodies to match it to our playlist. I'm very sorry to decline based on our preferences this time. Wishing you all the best for this release.",XEN (Sex Sad & Pop Playlists),Fail,Alternate Universes,"Ambient, Beats / Lo-fi, Electronica, Indie pop, International pop, Lofi bedroom, Phonk, Psy-Trance, R&B, Trance, Creative, Dark, Standard, Good vibes, Unique, Indie, Mainstream, Melodic, Original, Relaxing, Romantic, Underground, Captivating, Upbeat, All supports, Available on Spotify, Composer, Early project, On stage experience, International potential, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
"This is a rather soft sound with good vocals, but the track is lacking a more upbeat sound and the song should've been a tad more uplifting to accommodate ourselves and our platform but thank you for reaching out!",Sofar Sounds Newcastle,Fail,Alternate Universes,"Commercial / Mainstream, Dream pop, Indie folk, Indie pop, International pop, Lofi bedroom, Pop rock, Pop soul, Singer songwriter, Synthpop, Authentic, Creative, Eccentric, Good vibes, Indie, Meaningful lyrics, Melancholic, Melodic, Dreamy, Positive, Captivating, Upbeat, Unplugged, Acoustic guitar, Bass guitar, Available on Spotify, Early project, International potential"
Facebook : https://www.facebook.com/ManagarmProductions/posts/pfbid0SUsFMx7YA4F5iz1LoBnj4zEZvpYVbPRCDDZG52753ksVNGZpYUTf6iJUoPq222DTl Spotify : n.31 https://open.spotify.com/playlist/6TFdjZVL8M53GYfZw3BZIc?si=60477457a7b84ee0,MANAGARM Productions,N/A,Alternate Universes,"Alternative rock, Film music, Hard rock, Instrumental, Melodic metal, Metal / Heavy metal, Post rock, Progressive rock, Punk Rock, Rock & Roll / Classic Rock, Catchy, Dark, Energetic, Experimental, Hardcore, Intense, Melancholic, Melodic, Original, Underground, Electronic sounds, Instrumental, Professional production, Composer, Early project, International potential, Unsigned artist, Upcoming project, Young talent"
"Thanks for sending this track to us, Aspen Jade. Your track is quite serene with the reverse guitars and harmonies. The atmosphere of your song is hair raising. I like the vocal melodies in this, it's catchy and suits your style. However, some parts of the rhythms in the chorus didn't quite catch us for a feature this time. So sorry to decline because of preference. Genuinely wishing you all the best for this release.",ORYL (Chill - Sad - Pop Playlists),Fail,Alternate Universes,"Alternative rock, Chill / Lo-fi Hip-Hop, Commercial / Mainstream, Dance pop, Deep house, Electropop, Hip-hop, Indie pop, Pop rock, Singer songwriter, Authentic, Catchy, Chill, Creative, Danceable, Energetic, Standard, Good vibes, Unique, Indie, Lo-fi, Dreamy, All supports, Available on Spotify"
You've been refunded 2 Grooviz!,Conexão Magazine,N/A,Alternate Universes,Empty link column
"Bonjour, Musique électro Votre morceau correspond tout é fait à notre univers radiophonique. Votre morceau est sélectionné pour un passage sur nos différentes radios (sur les trois zones couvertes), nous vous diffuserons pendant 3 semaines à compter du téléchargement de votre morceau. La diffusion se fera dans la playlist générale de la radio et dans les émissions spéciales nouveaux talents.",DYNAMYK,Success,Infinite,"Chill out, Commercial / Mainstream, Dance music, Dance pop, Electronica, Film music, Pop rock, Trance, Chanson Française/Variété, Upcoming project, Young talent"
"Impressive vocals, and the drums punch through the mix. However though, the stutter effect didnt capture me completely, and that was the primary factor leading to my decision to pass on this song. Thank you for sending it over for consideration, though, and best wishes with the campaign.",Add optional files,Fail,Infinite,"Bass music, Chill out, Dance music, Dance pop, Deep house, Electronica, French house, Future house, House music, Techno, Authentic, Catchy, Creative, Dark, Energetic, Good vibes, Groovy, Mainstream, Melancholic, Melodic, Tropical, Beats, Electronic sounds, Finished track, Drums, Professional production, Synths, Available on Spotify"
"Hello, hope all is good with you. Thanks a lot for sending us your track. The vocal sounds good, but the instrumental didnt fit us atm. Unfortunately we have to pass this time, sorry. We wish you the best of luck.",House Magic,Fail,Infinite,"Chill out, Dance music, Dance pop, Deep house, Electronica, Future house, House music, Progressive / Melodic House & Techno, Psy-Trance, Electronic sounds"
"Your track features a very cool and catchy vocal! However, the energy in the instrumental is a bit too intense for our current playlist. Nonetheless, I'm confident you'll find the support this track deserves!",High Five Music,Fail,Infinite,"Afro House / Amapiano, Chill / Lo-fi Hip-Hop, Chill out, Deep house, Hip-hop, House music, Neo / Modern Classical, Organic House / Downtempo, Progressive / Melodic House & Techno, Solo Piano, Chill, Danceable, Energetic, Groovy, Dreamy, Available on Spotify"
"Thanks for sending this over. Really solid production here but it's a little too pop/commercial for my playlist listeners, sorry!",Toneville Records,Fail,Infinite,"Chill out, Deep house, Electronica, Organic House / Downtempo, Progressive / Melodic House & Techno, Chill, Danceable, Downbeat, Energetic, Groovy, Intense, Melancholic, Melodic, Dreamy, Beats, Electronic sounds, Finished track, Drums, Piano, Professional production, Strings, Synths, Vocals"
"Thanks for sharing Infinite, and I definitely feel the song is how you described above. I really enjoyed the track and could see this not only thriving in a club setting but even in sync for tech/digital commercials or even a video game like GTA 6. I would recommend reaching out to club promoters or music supervisors to pitch your track as a way to further push it out there. But thank you for sharing.","Melodic Breaks, Beats & Beeps",Fail,Infinite,"Alternative rock, Ambient, Chill out, Commercial / Mainstream, Film music, Indie Dance, Indie pop, Instrumental, Pop rock, R&B, Authentic, Catchy, Chill, Contemporary, Creative, Curious, Danceable, Offbeat, Downbeat, Dramatic, Eccentric, Eclectic, Energetic, Standard, Fusion, Good vibes, Groovy, Hardcore, Unique, Indie, Lo-fi, Mainstream, Melancholic, Melodic, Dreamy, Original, Relaxing, Romantic, Sensual, Simple, Subdued, Surprising, Tropical, Underground, Captivating, Upbeat, Weird, Acoustic guitar, Autotune, Bass guitar, Beatmaker, Beats, Featuring, Covers, Demos, Electronic sounds, Explicit, Instrumental, Live recording, Low fidelity, Finished track, Piano, Professional production, Radio edit, Remix, Strings, Sync-friendly, Synths, All supports, Urban sounds, Video clip, Vocals, Available on Spotify, BIPOC artist, Composer, Early project, On stage experience, Female artist, International potential, Male artist, Queer artist, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
"Hey Aspen, nice to meet you and thanks for sharing this track with me. Waw this track is fire! The vocals are sick, the bass are amazing! I really like the vibes. I think the mix and the mastering could be better but otherwise everything is perfect. I suggest you send me the track once it's released so I can share it on my playlists :) Sanzach",DanielBisla,Fail,Infinite,"Chill out, Dance music, Dance pop, Electropop, House music, Chill, Danceable, Tropical, Covers, Professional production, Remix, Available on Spotify, Composer, International potential, Supported artist, Unsigned artist, Young talent"
"Hello Aspen Jade, I overall really enjoyed the track and I felt you did a good job with the drop and structure of the track. However I found the track to be a bit too relaxed for my playlist. Thank you for sharing",Sanzach,Fail,Infinite,"Dance music, Deep house, House music, Progressive / Melodic House & Techno, Catchy, Dark, Energetic, Relaxing"
